TIME(2023/11/07 11:05:57.076),FPOGD,FPOGID,LPMM,RPMM,AOI,
0.34845,0.34845,1,3.56245,3.22186,,
0.53796,0.18298,2,3.73975,3.38421,,
0.72333,0.18103,3,3.85954,3.49330,,
0.91718,0.16742,4,3.62470,3.49082,,
1.05115,0.12714,5,3.65822,3.46713,,
1.21179,0.15338,6,3.64178,3.55608,,
1.47412,0.25543,7,4.62378,3.37549,,
1.73499,0.23450,8,3.78008,3.86741,,
2.22992,0.48816,9,3.90916,3.91169,,
2.75977,0.52295,10,3.87170,3.88572,,
3.03430,0.26825,11,4.00141,2.79966,,
3.20148,0.14081,12,3.00196,2.63254,,
3.42950,0.20105,13,2.99422,2.58124,,
3.68359,0.24756,14,3.14872,2.74493,,
3.84485,0.15497,15,3.17766,2.79674,,
4.31372,0.46222,16,3.26223,2.85170,ST-Full-W1,
4.42084,0.10101,17,3.27340,2.89439,Full,
4.69556,0.26849,18,3.31955,2.95512,ST-Full-W1,
5.02399,0.32178,19,3.29544,2.85161,ST-Full-W1,
5.71991,0.68951,20,3.19071,2.84960,ST-Full-W2,
5.94818,0.22107,21,3.16651,2.78619,ST-Full,
6.16235,0.20776,22,3.19098,2.82904,ST-Full-W4,
6.95911,0.78998,23,3.11668,2.70656,ST-Full,
7.19385,0.22754,24,3.07256,2.69027,ST-Full,
7.81018,0.60999,25,3.06221,2.60045,ST-Full-W4,
8.13196,0.31519,26,3.16911,2.85210,ST-Full,
8.53363,0.39514,27,3.17248,2.72815,ST-Full,
8.79486,0.25476,28,3.18522,2.70604,ST-Full,
9.13654,0.33490,29,3.17501,2.78565,ST-Full,
9.30402,0.16077,30,3.16152,2.83848,ST-Full,
9.57190,0.26117,31,3.12484,2.83939,ST-Full,
9.81982,0.24121,32,3.11061,2.84308,ST-Full,
10.06042,0.23431,33,3.12471,2.84288,ST-Full,
10.25482,0.18726,34,3.09450,2.88002,ST-Full,
10.48273,0.22125,35,3.06526,2.82352,ST-Full,
11.35315,0.86395,36,3.01104,2.77690,ST-Full,
11.56116,0.20129,37,3.07440,2.78778,ST-Full,
11.80225,0.23480,38,3.07699,2.81023,ST-Full,
12.19763,0.38898,39,3.04978,2.84484,ST-Full,
12.44543,0.24109,40,2.99447,2.81756,ST-Full,
12.61298,0.16125,41,3.01038,2.85451,ST-Full,
12.86755,0.24792,42,3.02725,2.90226,ST-Full,
13.34967,0.47546,43,3.05955,2.86620,ST-Full,
13.91199,0.55597,44,3.01345,2.81061,ST-Full-W7,
14.20673,0.28754,45,3.03057,2.80841,ST-Full,
14.62250,0.40906,46,2.97605,2.84734,ST-Full-W7,
14.86987,0.24066,47,2.94268,2.84974,ST-Full-W8,
15.03107,0.15448,48,2.95746,2.86976,ST-Full-W8,
15.24548,0.20868,49,2.86604,2.84377,ST-Full-W9,
15.49341,0.24127,50,2.93526,2.83814,ST-Full-W8-W9,
15.60718,0.10718,51,2.94473,2.83310,ST-Full,
15.82159,0.20770,52,2.98721,2.92445,ST-Full-W9,
16.02917,0.20099,53,2.97316,2.88033,ST-Full-W9,
16.16956,0.13379,54,2.90204,2.83528,ST-Full-W9,
16.29663,0.12012,55,2.93199,2.81839,ST-Full,
16.44440,0.14069,56,3.03198,2.85654,ST-Full,
16.67853,0.16718,57,3.10516,2.71269,ST-Full-W12,
17.14075,0.43530,58,3.08974,2.63888,ST-Full-W1,
17.30817,0.16046,59,2.99248,2.59243,ST-Full-W1,
17.53552,0.22076,60,3.00322,4.31058,ST-Full-W1,
17.67651,0.11371,61,2.98510,2.70461,ST-Full,
17.81702,0.11328,62,2.99723,3.83975,ST-Full-W13,
18.46082,0.63678,63,3.07793,2.71690,ST-Full-W3-W13,
18.85590,0.36853,64,3.09450,2.69799,ST-Full-W1,
19.29120,0.42871,65,3.09557,2.71287,ST-Full,
19.63287,0.33514,66,3.11549,2.67501,ST-Full-W1,
19.78687,0.14752,67,3.06670,2.72073,ST-Full,
20.00122,0.20758,68,3.00912,2.62252,ST-Full,
20.22894,0.22125,69,3.10518,2.68957,ST-Full,
20.62402,0.38824,70,3.05555,2.66872,ST-Full,
21.16632,0.53540,71,3.02770,2.59127,ST-Full-W1,
21.57483,0.40143,72,2.93184,2.56326,ST-Full,
21.87677,0.29468,73,2.97082,2.58903,ST-Full,
22.13092,0.24750,74,2.92796,2.64659,ST-Full,
22.35889,0.22107,75,2.98072,2.64996,ST-Full,
22.53326,0.16791,76,2.98204,2.68552,ST-Full,
22.68018,0.14050,77,2.97291,2.64095,ST-Full,
22.96869,0.28192,78,3.00702,2.54967,ST-Full-W3,
23.86633,0.89105,79,2.98108,2.65164,ST-Full,
24.16095,0.28809,80,2.98746,2.59059,ST-Full,
25.01166,0.84412,81,2.94922,2.62540,ST-Full,
25.23938,0.22101,82,3.03905,2.64370,ST-Full,
25.54041,0.29431,83,3.00657,2.58958,ST-Full,
25.92926,0.38196,84,3.11022,2.74855,ST-Full,
26.23077,0.29510,85,3.07693,2.84860,ST-Full,
26.57898,0.34155,86,3.14500,2.92727,ST-Full,
26.84027,0.25452,87,3.13637,2.92069,ST-Full,
27.06763,0.22070,88,3.14348,2.95157,ST-Full,
27.29578,0.20081,89,3.17525,3.00370,ST-Full,
27.52283,0.22028,90,3.31397,3.02832,ST-Full,
27.73785,0.18756,91,3.15257,2.79897,ST-Full,
27.95844,0.21436,92,3.17219,2.83605,ST-Full,
28.24683,0.28143,93,3.08789,2.74421,ST-Full,
28.42108,0.16748,94,3.04601,2.65497,ST-Full,
28.79614,0.36835,95,2.98317,2.64333,ST-Full,
28.95007,0.14722,96,3.00368,2.70490,ST-Full,
29.19806,0.24164,97,3.03015,2.64252,ST-Full-W2-W3,
29.78748,0.58264,98,3.04877,2.66760,ST-Full,
30.01501,0.22095,99,3.01358,2.70728,ST-Full,
30.27618,0.25421,100,3.08711,2.68472,ST-Full,
30.48395,0.20068,101,2.99924,2.70391,ST-Full,
30.59106,0.10065,102,3.05562,2.73577,ST-Full,
30.93909,0.34149,103,3.20408,2.84933,ST-Full-W1,
31.22089,0.25452,104,3.04665,2.71263,ST-Full-W3,
31.35449,0.12677,105,2.97409,2.72541,ST-Full,
31.42841,0.02661,106,2.98137,2.72513,,
31.51562,0.04041,107,2.92933,2.68451,,
31.65619,0.11371,108,2.93312,2.70780,ST-Full,
31.92395,0.12012,109,2.98600,2.80472,ST-Full,
32.09174,0.16125,110,2.90909,2.77252,ST-Full,
32.52051,0.42212,111,3.00095,2.83181,ST-Full,
32.72137,0.19427,112,2.97193,2.78272,ST-Full,
32.91522,0.18713,113,2.94744,2.83772,ST-Full,
33.15021,0.22815,114,2.91017,2.81988,ST-Full-W6,
33.28363,0.12708,115,3.03261,2.81640,ST-Full,
33.95386,0.66315,116,2.85384,2.73137,ST-Full,
34.20837,0.24774,117,2.85805,2.67178,ST-Full-W7,
34.46252,0.24786,118,2.87937,2.69327,ST-Full,
34.76404,0.29437,119,2.87667,2.69282,ST-Full,
35.15955,0.38855,120,2.90869,2.75904,ST-Full,
35.50098,0.33459,121,2.96228,2.74803,ST-Full,
35.62158,0.11365,122,2.88726,2.79503,ST-Full,
35.84949,0.22107,123,2.89580,2.82505,ST-Full-W8,
36.09052,0.23456,124,2.89737,2.81527,ST-Full-W9,
36.44562,0.34869,125,2.93867,2.90858,ST-Full-W8,
36.68011,0.22791,126,3.03916,2.99106,ST-Full-W9,
36.92102,0.23444,127,3.15379,3.06856,ST-Full-W9,
37.17627,0.18811,128,3.17296,2.88780,ST-Full-W2,
37.81189,0.63000,129,3.04267,2.74715,ST-Full-W1,
37.89941,0.08081,130,3.02328,2.68013,ST-Full-W11,
37.92596,0.02008,131,3.02281,2.70740,,
38.14032,0.18799,132,2.99110,2.74007,ST-Full-W12,
38.44177,0.29462,133,2.94197,2.69987,ST-Full-W3,
38.60229,0.15363,134,2.96020,2.64663,ST-Full-W13,
38.90411,0.29535,135,2.93832,2.64806,ST-Full-W2,
39.11798,0.20734,136,2.92514,2.69074,ST-Full-W1,
39.33929,0.19415,137,3.20852,2.85420,ST-Full-W3-W13,
39.52014,0.11377,138,2.86568,2.82012,ST-Full-W9,
39.68073,0.15387,139,3.03965,2.88301,ST-Full,
40.03558,0.32855,140,3.05336,2.82238,ST-Full,
40.24347,0.20099,141,2.97770,2.88793,ST-Full,
40.53168,0.28137,142,3.01198,2.86330,ST-Full,
41.07428,0.53589,143,2.95714,2.81085,ST-Full,
41.41583,0.33496,144,3.08761,2.81961,ST-Full,
41.77753,0.35498,145,2.95730,2.84566,ST-Full,
41.97845,0.19427,146,2.99471,2.90015,ST-Full,
42.45361,0.46869,147,2.98911,2.83784,ST-Full-W8,
42.70862,0.24805,148,2.89847,2.85039,ST-Full,
42.86267,0.14777,149,2.88398,2.90718,ST-Full,
42.98993,0.12061,150,2.92267,2.83263,ST-Full-W9,
43.17755,0.18079,151,3.06883,2.88752,ST-Full-W8,
43.37842,0.19421,152,3.22774,3.06175,ST-Full,
43.61304,0.18768,153,3.19136,2.80894,ST-Full-W2,
43.95471,0.33508,154,3.16450,2.72434,ST-Full-W1,
44.17511,0.21393,155,3.07283,2.71131,ST-Full-W1,
44.41669,0.23438,156,3.05372,2.63885,ST-Full,
44.65070,0.22736,157,3.10741,2.73565,ST-Full,
45.00574,0.34833,158,3.15564,2.83630,ST-Full-W1,
45.50183,0.48889,159,3.28769,2.86130,ST-Full-W1,
45.71576,0.20721,160,3.31489,2.82904,ST-Full-W1,
45.89697,0.17407,161,3.32099,2.78597,ST-Full,
46.07117,0.16772,162,3.36499,2.79772,ST-Full-W2,
46.41235,0.33490,163,3.19523,2.71947,ST-Full,
46.68738,0.26788,164,3.20817,2.73643,ST-Full,
46.84772,0.15363,165,3.22583,2.79285,ST-Full-W1,
47.05579,0.20093,166,3.22637,2.80518,ST-Full,
47.16302,0.10071,167,3.15224,2.84402,ST-Full,
47.65149,0.48199,168,3.12582,2.80150,ST-Full-W1,
47.88641,0.22833,169,3.22852,2.85320,ST-Full-W1,
48.06006,0.16687,170,3.21705,2.94355,ST-Full,
48.45587,0.38873,171,3.16722,2.84480,ST-Full,
48.69696,0.23431,172,3.08813,2.74159,ST-Full-W2-W3,
48.98492,0.28156,173,3.18039,2.81167,ST-Full,
49.15863,0.10693,174,3.21545,2.93080,ST-Full,
49.63470,0.46942,175,3.21082,2.90609,ST-Full,
49.86249,0.22137,176,3.07582,2.78452,ST-Full-W1,
50.17706,0.30792,177,3.15155,2.77799,ST-Full-W1,
50.57898,0.39502,178,3.21938,2.82450,ST-Full,
50.80646,0.22107,179,3.18966,2.76989,ST-Full,
51.19501,0.38177,180,3.11804,2.85041,ST-Full,
51.66443,0.44238,181,3.07922,2.72242,ST-Full-W3,
51.95239,0.28143,182,3.07377,2.78357,ST-Full,
52.44128,0.48230,183,3.07656,2.80530,ST-Full-W3-W4,
52.82947,0.38153,184,3.15000,2.82511,ST-Full,
53.00348,0.16699,185,3.18361,2.96015,ST-Full,
53.27863,0.26776,186,3.29296,2.89959,ST-Full,
53.53979,0.25500,187,3.19772,2.88723,ST-Full,
53.74750,0.20093,188,3.17205,2.83697,ST-Full,
53.96185,0.16791,189,3.15388,2.92384,ST-Full-W12,
54.13550,0.14685,190,3.23256,2.95296,ST-Full,
54.34326,0.20062,191,3.16540,2.91763,ST-Full-W3,
54.46417,0.11420,192,3.15495,2.82961,ST-Full-W2-W12,
54.57812,0.10724,193,3.10501,2.80940,ST-Full-W12,
54.67816,0.09332,194,3.07219,2.76302,ST-Full-W12,
55.22064,0.53583,195,3.03150,2.76409,ST-Full-W3,
55.40192,0.17407,196,2.57233,2.71476,ST-Full-W1-W2,
55.78333,0.27429,197,3.21722,2.84998,ST-Full-W1,
56.02502,0.23431,198,3.17317,2.77439,ST-Full-W1,
