TIME(2023/11/07 11:16:25.265),FPOGD,FPOGID,LPMM,RPMM,AOI,
0.46094,0.46093,1,3.49946,3.12846,,
0.70264,0.17419,2,3.23986,3.14366,,
0.90344,0.19482,3,3.28562,3.04626,,
1.16406,0.21362,4,3.40286,3.02661,,
1.53955,0.36890,5,3.33172,2.99247,,
1.95520,0.36890,6,3.36960,3.88843,,
2.03516,0.07324,7,2.81780,3.71769,,
2.25671,0.17432,8,3.94627,3.76755,,
2.66492,0.40210,9,3.84723,3.80931,,
2.92651,0.25500,10,3.89674,3.79433,,
3.03345,0.10034,11,2.87061,2.50285,,
3.18750,0.12744,12,2.77657,2.33356,,
3.47583,0.16113,13,2.88583,2.47633,,
3.60291,0.12048,14,2.88817,2.63487,,
3.89099,0.28137,15,3.01992,2.65870,,
4.15222,0.23438,16,3.17628,2.80087,,
4.68811,0.50903,17,3.42956,3.02158,ST-Full-W4,
4.92920,0.13391,18,3.94707,3.66796,,
5.13025,0.17432,19,4.04224,3.69081,,
5.27075,0.13428,20,3.85029,3.53200,,
5.55896,0.17456,21,3.89309,3.13478,ST-Full,
5.69287,0.12732,22,3.22678,3.21256,TT-Full,
6.16846,0.44849,23,4.14336,3.14130,TT-Full,
6.52356,0.26807,24,3.76077,3.67928,,
6.59705,0.06689,25,3.52233,3.55176,,
6.70435,0.08093,26,3.48751,2.57400,TT-Full,
6.89185,0.16113,27,3.43988,3.38061,TT-Full,
6.97852,0.07996,28,4.30582,3.27653,TT-Full,
7.17944,0.17371,29,3.38223,3.04089,ST-Full,
7.51477,0.30823,30,4.25213,3.11091,ST-Full-W2,
7.78967,0.18811,31,3.20756,3.17596,TT-Full,
8.01062,0.21472,32,3.17940,3.10944,TT-Full,
8.45923,0.36169,33,3.68209,3.65913,,
8.90820,0.40198,34,3.73733,3.60816,,
9.10229,0.18787,35,3.75752,3.45813,,
9.35681,0.24768,36,3.88376,3.44937,,
9.56409,0.20105,37,3.54529,3.25330,,
9.82568,0.17407,38,3.60025,3.46753,TT-Full,
10.62927,0.79749,39,3.91007,3.23774,TT-Full,
11.01770,0.30151,40,3.90765,3.69455,,
11.16553,0.14062,41,3.75353,3.42019,,
11.37256,0.18042,42,4.04004,3.67419,,
11.48669,0.10681,43,4.00413,3.69290,,
11.68799,0.19470,44,3.99745,3.75086,,
12.06970,0.35486,45,3.87100,3.84567,,
12.23657,0.16064,46,3.79943,3.81866,,
12.67932,0.39539,47,3.80547,3.57099,,
13.06104,0.37537,48,3.50665,3.18448,,
13.26868,0.12036,49,3.47769,3.47816,TT-Full,
13.44238,0.16699,50,3.23843,3.26483,TT-Full,
13.84473,0.39526,51,3.11593,3.10198,TT-Full,
14.17944,0.32886,52,3.22261,2.98744,TT-Full,
14.42749,0.16077,53,3.96310,3.99769,,
14.59497,0.16077,54,3.91098,3.91273,,
14.84277,0.24121,55,4.14126,3.90679,,
14.97644,0.12708,56,3.80754,3.84082,,
15.34521,0.34192,57,4.13047,3.97696,,
15.58630,0.23450,58,3.92916,3.92185,,
15.74670,0.15369,59,3.87823,3.85831,,
16.04834,0.29492,60,4.15301,3.99560,,
16.28931,0.15369,61,3.49504,3.40010,TT-Full,
16.94580,0.64990,62,2.98392,2.99677,TT-Full,
17.19373,0.16052,63,3.71159,3.64766,,
17.33435,0.13416,64,3.74862,3.61187,,
17.53540,0.17407,65,4.00019,4.00398,,
17.77014,0.22815,66,3.91593,3.87003,,
18.01770,0.24084,67,3.96841,3.88197,,
18.25208,0.14722,68,3.48372,3.42218,TT-Full,
18.41296,0.15417,69,3.27857,3.20397,TT-Full,
18.94165,0.52209,70,3.18616,3.09003,TT-Full,
19.26343,0.27441,71,4.11973,2.88277,ST-Full-W14,
19.57117,0.28101,72,3.20728,2.80504,ST-Full-W4,
19.83264,0.25427,73,3.15039,2.79473,ST-Full-W2,
19.99377,0.15454,74,3.11111,2.79633,ST-Full,
20.22156,0.22107,75,3.09492,2.78811,ST-Full,
20.46240,0.23413,76,3.12859,2.78221,ST-Full,
20.72388,0.25476,77,3.09355,2.79070,ST-Full,
20.89771,0.16711,78,3.18973,2.81969,ST-Full,
21.10510,0.20081,79,3.94484,3.90276,ST-Full,
21.32007,0.12732,80,3.62794,3.41462,,
21.57446,0.24768,81,3.56853,3.26005,,
21.99634,0.41492,82,3.52489,3.29540,,
22.43201,0.42920,83,3.59729,3.41070,,
22.60620,0.16748,84,3.49702,3.33643,,
22.82715,0.21448,85,3.52127,3.36524,,
23.18884,0.35510,86,3.61039,3.30662,,
23.69128,0.47583,87,3.63120,3.09612,,
24.18689,0.40906,88,3.16940,3.03839,TT-Full,
24.30750,0.11438,89,3.84688,2.82583,TT-Full,
24.62854,0.23389,90,3.69055,3.47576,,
25.01086,0.37537,91,3.64572,3.50798,,
25.21179,0.15405,92,4.36226,4.06533,,
25.47974,0.18140,93,3.62604,3.37760,TT-Full,
25.70740,0.22107,94,3.38306,3.15406,TT-Full,
26.22412,0.51001,95,3.40361,3.77394,TT-Full,
26.53796,0.22766,96,3.54192,3.44703,,
26.65857,0.11414,97,4.07222,3.65364,,
27.16736,0.44177,98,3.45914,3.58855,TT-Full,
27.39502,0.14026,99,3.94609,3.74215,,
27.54956,0.14783,100,3.93229,3.93406,,
27.84436,0.28821,101,3.91002,3.75791,,
27.93762,0.08667,102,3.79052,3.43386,,
28.11877,0.17432,103,3.88055,3.61440,,
28.42700,0.30176,104,4.04618,3.60157,,
28.58069,0.14709,105,3.97507,3.54122,,
28.91553,0.30798,106,3.89537,3.73548,,
29.04956,0.12744,107,3.91571,3.51936,,
29.31116,0.23438,108,3.92512,3.71235,,
29.53882,0.22083,109,3.90158,3.81467,,
29.64587,0.10034,110,3.91861,3.66668,,
30.02112,0.36841,111,3.83981,3.56292,,
30.10828,0.02014,112,3.90055,3.71783,,
30.81763,0.68286,113,3.89517,2.83918,TT-Full,
31.10803,0.28369,114,3.80512,2.80425,TT-Full,
31.30725,0.19165,115,3.84185,2.83353,TT-Full,
31.71582,0.40186,116,3.80128,2.86691,TT-Full,
31.82251,0.09998,117,3.64688,3.05756,TT-Full,
32.05078,0.20081,118,3.15553,2.80039,ST-Full-W5,
32.25793,0.20044,119,3.16794,2.75753,ST-Full-W4,
32.46619,0.20105,120,3.15644,2.74647,ST-Full-W5,
32.73499,0.26270,121,3.50787,3.38654,ST-Full-W4,
33.04883,0.18750,122,3.61409,3.50417,,
33.15613,0.10046,123,3.76669,3.74457,,
33.25659,0.09436,124,3.80939,3.72262,,
33.34998,0.08667,125,4.07890,3.89285,,
33.47095,0.11438,126,3.87781,3.83923,,
33.70532,0.20789,127,3.84787,3.53626,,
33.96655,0.23462,128,3.90934,3.79166,,
34.16748,0.11414,129,4.29355,3.29092,ST-Full,
34.34839,0.15430,130,3.32398,3.00932,ST-Full-W5,
34.54236,0.18762,131,2.23768,2.51546,ST-Full,
34.93103,0.22107,132,4.17484,3.12011,TT-Full,
35.08472,0.14758,133,3.28978,3.31318,TT-Full,
35.46692,0.29529,134,3.77089,3.61238,,
35.56738,0.09375,135,3.74062,3.45795,,
35.72107,0.12708,136,3.76823,3.50728,,
35.97546,0.24719,137,3.90310,3.79854,,
36.23743,0.23474,138,3.82402,3.62381,,
36.49158,0.22754,139,3.74366,3.60671,,
36.88037,0.36230,140,3.76793,3.48086,,
37.07410,0.12695,141,3.81019,3.97456,TT-Full,
37.37561,0.29443,142,3.75634,2.85771,TT-Full,
37.95874,0.51587,143,3.14241,2.77793,ST-Full-W5,
38.13281,0.16809,144,3.10822,2.75389,ST-Full-W4,
38.28003,0.14099,145,3.78287,2.83113,ST-Full,
38.54138,0.21472,146,2.98431,2.93020,ST-Full,
38.87659,0.24854,147,3.80857,3.65020,,
39.00366,0.10046,148,4.10942,3.70650,,
39.17725,0.16687,149,4.07395,3.63841,,
39.26489,0.08044,150,3.71507,3.65141,,
39.42517,0.15356,151,3.72253,3.69741,,
39.70007,0.26794,152,3.82488,3.74366,,
40.02808,0.30139,153,3.75242,3.61380,,
40.47681,0.42175,154,4.06150,3.83105,,
40.71802,0.23438,155,4.01559,3.71606,,
40.82520,0.09998,156,4.39758,4.31159,,
41.06677,0.17468,157,3.73024,3.79919,TT-Full,
41.37439,0.30090,158,3.06603,2.86454,TT-Full,
41.50891,0.10730,159,3.01900,2.84271,ST-Full,
41.62939,0.11475,160,3.06201,2.80614,,
41.97107,0.33496,161,3.35473,2.97908,ST-Full,
42.21851,0.24084,162,3.40094,3.02943,ST-Full-W5,
42.48608,0.26086,163,3.35170,3.05113,ST-Full-W6,
42.61414,0.12061,164,3.35282,3.04467,ST-Full,
42.80103,0.18042,165,3.25576,3.04347,ST-Full,
43.05615,0.24780,166,3.30632,3.07236,ST-Full-W5,
43.14319,0.08044,167,3.69952,3.95110,ST-Full,
43.38428,0.21436,168,4.09768,3.08212,TT-Full,
43.69922,0.28796,169,3.28307,2.97756,ST-Full,
44.54980,0.84399,170,3.21214,2.86620,ST-Full,
44.71057,0.15393,171,3.16650,2.87570,ST-Full-W5,
44.99841,0.28101,172,3.24079,2.89540,ST-Full,
45.21912,0.21423,173,3.17144,2.90144,ST-Full,
45.52734,0.30139,174,3.24321,2.96428,ST-Full,
45.63464,0.10059,175,3.81955,2.96811,ST-Full-W9,
45.87610,0.21484,176,3.14042,2.92483,ST-TT-Full,
46.25793,0.29504,177,3.82831,3.52585,,
46.36511,0.10059,178,3.79734,3.62323,,
46.59290,0.20129,179,3.90927,3.79774,,
46.93396,0.15356,180,3.81560,3.99002,ST-Full,
47.20898,0.26807,181,3.90123,3.80638,ST-Full,
47.74475,0.50891,182,3.26514,2.97697,ST-Full,
47.99280,0.24170,183,3.17578,2.95347,ST-Full,
48.18616,0.18665,184,3.23424,2.92718,ST-Full,
48.42139,0.22803,185,3.26581,2.93407,ST-Full,
49.00427,0.57617,186,3.37416,3.07106,ST-Full,
49.19177,0.16077,187,4.33699,3.04946,ST-Full,
49.78809,0.56946,188,3.36859,3.06972,ST-Full,
50.02881,0.23425,189,3.35834,2.98784,ST-Full,
50.14307,0.10767,190,3.30905,3.10452,ST-Full-W10,
50.47803,0.32825,191,3.24836,2.93518,ST-Full,
50.84631,0.36182,192,3.25257,2.92778,ST-Full,
51.01990,0.16724,193,3.22574,2.90037,ST-Full,
51.28162,0.25427,194,3.18899,2.93984,ST-Full,
51.55591,0.26758,195,3.15820,2.82609,ST-Full,
51.87109,0.30835,196,3.02882,2.79737,ST-Full,
51.97839,0.10046,197,3.04427,2.82773,ST-Full,
52.47351,0.48914,198,2.93897,2.86157,ST-Full-W10,
52.68835,0.20764,199,3.06925,2.79263,ST-Full-W11,
52.84912,0.13403,200,3.15346,2.84631,ST-Full,
53.18384,0.28760,201,3.22961,2.78901,ST-Full-W2,
53.40503,0.21436,202,3.14317,2.68363,ST-Full-W1-W12,
53.51892,0.10718,203,3.14510,2.66689,ST-Full-W1-W12,
53.69971,0.17383,204,3.08249,2.67908,ST-Full-W3,
54.02161,0.27502,205,4.04800,2.76544,ST-Full,
54.23511,0.18701,206,3.78565,2.92886,ST-Full,
54.71118,0.44873,207,3.04279,2.91419,TT-Full,
55.13989,0.42212,208,2.97440,2.79950,TT-Full,
55.38110,0.23450,209,2.91202,2.80488,TT-Full,
55.96362,0.57593,210,2.99067,2.88625,TT-Full,
56.56665,0.59668,211,3.06325,2.95725,TT-Full,
57.04224,0.46851,212,3.88519,3.03161,TT-Full,
57.35034,0.30139,213,3.96794,3.04057,TT-Full,
57.68506,0.32812,214,3.79814,2.93339,TT-Full,
57.89294,0.20093,215,3.14569,3.01521,TT-Full,
58.51587,0.59619,216,2.96788,2.89170,TT-Full,
58.85010,0.32800,217,2.92438,2.92008,ST-TT-Full,
58.98474,0.12720,218,2.97367,2.92582,ST-Full,
59.38660,0.39514,219,3.00250,2.90553,TT-Full,
59.60059,0.18689,220,2.88647,2.81347,ST-Full,
59.91528,0.28735,221,2.84144,2.83509,TT-Full,
60.69226,0.77002,222,3.49600,2.81505,TT-Full,
61.22192,0.46252,223,2.20194,2.34464,,
61.59668,0.22729,224,3.16001,3.05631,TT-Full,
61.87805,0.27417,225,3.06802,2.95230,TT-Full,
62.78870,0.90381,226,3.05520,3.00067,TT-Full,
63.07043,0.27429,227,3.02156,2.93520,TT-Full,
63.26501,0.18762,228,3.98788,2.91792,TT-Full,
63.59326,0.32153,229,2.94238,2.86548,TT-Full,
63.70703,0.10706,230,3.80726,2.70819,TT-Full,
63.99475,0.28088,231,3.93679,2.75508,TT-Full,
64.24878,0.24744,232,3.56896,2.70401,TT-Full,
64.43652,0.18018,233,3.76930,2.74456,TT-Full,
64.57751,0.11353,234,3.04361,2.72159,ST-Full,
64.78516,0.18054,235,2.99274,2.65790,ST-Full,
65.14050,0.34863,236,2.99922,2.70414,ST-Full,
65.34827,0.20142,237,2.98205,2.62813,ST-Full,
65.59595,0.24109,238,3.03110,2.61398,ST-Full,
65.79028,0.18726,239,3.00888,2.67743,ST-Full,
65.91748,0.12048,240,3.00124,2.70442,ST-Full,
66.05823,0.13403,241,2.99492,2.68204,ST-Full,
66.47351,0.40857,242,3.05403,2.85508,ST-Full,
66.79443,0.31421,243,3.06686,2.91876,ST-Full,
66.92224,0.12048,244,3.15239,2.91352,ST-Full,
67.20300,0.27393,245,3.14983,2.90181,ST-Full,
67.39746,0.18738,246,3.12411,2.92053,ST-Full,
67.87354,0.46948,247,3.17137,2.95732,ST-Full,
68.19470,0.31445,248,3.07346,2.88124,ST-Full-W10,
68.70374,0.50195,249,2.98308,2.84339,ST-Full,
69.00537,0.29492,250,3.05541,2.80764,ST-Full,
69.52795,0.51587,251,3.03807,2.87142,ST-Full,
69.66187,0.12732,252,3.05804,2.87233,ST-Full,
69.94324,0.27466,253,3.07050,2.87078,ST-Full,
70.08386,0.13440,254,3.16459,2.91571,ST-Full,
70.31824,0.20752,255,3.61794,3.66457,ST-Full,
70.55957,0.23462,256,3.33261,2.80085,TT-Full,
70.61951,0.05334,257,3.34864,2.87045,TT-Full,
70.80701,0.14026,258,2.96097,2.73999,ST-Full-W8,
70.98145,0.16748,259,2.96709,2.81848,ST-Full,
71.12195,0.13403,260,2.99634,2.77610,ST-Full,
71.38965,0.26111,261,2.98554,2.83489,ST-Full,
71.65796,0.26135,262,3.04995,2.86388,ST-Full,
71.79846,0.13354,263,4.13783,2.93101,ST-Full,
71.99255,0.14697,264,3.49829,3.89963,TT-Full,
72.42151,0.34143,265,3.85307,3.48174,,
72.70239,0.25415,266,3.29631,2.93533,,
73.17847,0.38892,267,3.65558,2.72228,TT-Full,
73.45984,0.27502,268,3.52784,2.68229,TT-Full,
73.64050,0.17395,269,3.68498,2.72239,TT-Full,
73.97522,0.32776,270,3.35573,3.31410,TT-Full,
74.21667,0.17407,271,3.60010,3.65687,,
74.33020,0.10693,272,3.60004,3.43070,,
74.53772,0.16028,273,3.86834,3.46217,,
74.72595,0.18115,274,3.67395,3.35074,,
75.00024,0.24792,275,3.72173,3.68170,,
75.06079,0.03271,276,2.71774,2.97876,,
75.73718,0.52942,277,2.94852,2.82303,TT-Full,
75.98486,0.16101,278,3.58041,3.37926,,
76.21277,0.22095,279,3.60155,3.63951,,
76.68140,0.46240,280,3.95332,3.64288,,
76.94922,0.24072,281,3.94985,3.62114,,
77.39807,0.40149,282,3.89142,3.77898,,
77.55908,0.15430,283,3.95196,3.76400,,
77.77356,0.20789,284,3.85177,3.77504,,
77.89417,0.11389,285,3.78128,3.57212,,
78.07495,0.15405,286,3.75005,3.63347,,
78.28943,0.18762,287,3.48968,3.30276,,
78.53003,0.17395,288,3.67800,3.65882,TT-Full,
78.77820,0.24109,289,3.66356,3.49426,ST-Full,
78.89880,0.11389,290,3.43486,3.68314,TT-Full,
79.20032,0.29504,291,3.47988,3.70217,TT-Full,
79.35437,0.14758,292,2.85990,2.80975,TT-Full,
79.72949,0.30811,293,3.62723,3.49245,,
79.83618,0.10095,294,2.48832,3.01874,,
80.21838,0.25488,295,3.43616,3.64847,TT-Full,
80.47913,0.25391,296,3.52319,3.69238,TT-Full,
80.53333,0.04736,297,2.92626,2.71058,TT-Full,
80.76099,0.20093,298,3.01083,2.80065,ST-Full,
81.03528,0.26746,299,3.19155,2.96708,ST-Full,
81.26318,0.22107,300,3.21094,3.05268,ST-Full,
81.56433,0.27417,301,3.34531,3.28733,TT-Full,
81.90625,0.25476,302,3.25659,3.03467,,
82.26074,0.28784,303,3.60947,3.61545,ST-Full,
82.44934,0.18164,304,3.56643,3.69280,ST-TT-Full,
82.70312,0.24792,305,3.75151,3.78741,TT-Full,
83.49390,0.78369,306,3.56603,3.69810,TT-Full,
84.15039,0.65002,307,3.73193,3.84848,TT-Full,
84.37781,0.14050,308,3.80180,3.76372,,
84.59241,0.20752,309,3.86303,3.49018,,
84.68567,0.08679,310,3.74702,3.76145,,
84.97388,0.28113,311,3.72281,3.69037,,
85.06128,0.08069,312,3.77281,3.32316,,
85.20166,0.11377,313,3.49618,3.68566,TT-Full,
85.40942,0.18005,314,3.60561,3.68517,TT-Full,
85.55701,0.14124,315,3.59278,3.63775,TT-Full,
85.75061,0.18726,316,2.90704,2.63530,TT-Full,
85.94543,0.12732,317,4.02420,3.70283,,
86.12634,0.17395,318,3.90032,3.70437,,
86.30005,0.12744,319,3.75673,3.68111,,
86.52112,0.21423,320,3.74769,3.63979,,
86.89661,0.34766,321,3.66396,3.56332,,
87.11072,0.20728,322,3.83024,3.78035,,
87.24500,0.12732,323,3.71545,3.51419,,
87.48608,0.21472,324,3.96204,3.69003,,
87.78760,0.25464,325,3.88555,3.70396,,
87.90137,0.10706,326,3.88456,3.78091,,
88.10901,0.20093,327,3.93439,3.75666,,
88.26978,0.15430,328,3.90841,3.51605,,
88.45068,0.15442,329,3.90634,3.54398,,
88.68518,0.20776,330,3.81279,3.72498,,
88.88586,0.13428,331,3.69576,3.68386,TT-Full,
89.05310,0.16040,332,3.55539,3.59362,TT-Full,
89.24097,0.18115,333,3.56674,3.72988,TT-Full,
89.44873,0.20117,334,3.60535,3.58363,TT-Full,
89.76355,0.26831,335,3.04743,2.76276,ST-Full,
89.96448,0.19421,336,4.07563,2.86725,ST-Full,
90.21204,0.22119,337,3.80195,2.89574,ST-TT-Full,
90.34631,0.12720,338,3.10349,2.92083,TT-Full,
90.73486,0.36218,339,3.04137,2.94379,TT-Full,
90.92188,0.18018,340,3.65626,2.84322,TT-Full,
