TIME(2023/11/07 11:44:49.338),FPOGD,FPOGID,AOI,
0.00000,0.00000,1,,
0.00696,0.00696,2,,
0.01343,0.01343,2,,
0.02008,0.02008,2,,
0.02692,0.02692,2,,
0.03284,0.03284,2,,
0.04016,0.04016,2,,
0.04797,0.04798,2,,
0.05304,0.05304,2,,
0.05981,0.05982,2,,
0.06726,0.06726,2,,
0.07361,0.06726,2,,
0.07996,0.06726,2,,
0.08685,0.06726,2,,
0.09338,0.06726,2,,
0.10016,0.06726,2,,
0.10706,0.06726,2,,
0.11389,0.06726,2,,
0.12061,0.06726,2,,
0.12726,0.06726,2,,
0.13416,0.02026,3,,
0.14020,0.02631,3,,
0.14764,0.03375,3,,
0.15381,0.03992,3,,
0.16010,0.04620,3,,
0.16693,0.05304,3,,
0.17371,0.05981,3,,
0.18060,0.05981,3,,
0.18732,0.05981,3,,
0.19373,0.05981,3,,
0.20056,0.05981,3,,
0.20740,0.05981,3,,
0.21436,0.05981,3,,
0.22076,0.05981,3,,
0.22772,0.05981,3,,
0.23462,0.05981,3,,
0.24115,0.02039,4,,
0.24786,0.02710,4,,
0.25452,0.03375,4,,
0.26117,0.04041,4,,
0.26776,0.04700,4,,
0.27411,0.05334,4,,
0.28101,0.06024,4,,
0.28748,0.06671,4,,
0.29425,0.07349,4,,
0.30170,0.08093,4,,
0.30762,0.08685,4,,
0.31433,0.08685,4,,
0.32104,0.08685,4,,
0.32825,0.08685,4,,
0.33490,0.08685,4,,
0.34155,0.08685,4,,
0.34814,0.08685,4,,
0.35486,0.01996,5,,
0.36157,0.02667,5,,
0.36829,0.03339,5,,
0.37457,0.03967,5,,
0.38141,0.04651,5,,
0.38831,0.05341,5,,
0.39453,0.05963,5,,
0.40234,0.06744,5,,
0.40808,0.07318,5,,
0.41486,0.07996,5,,
0.42151,0.08661,5,,
0.42853,0.09363,5,,
0.43518,0.10028,5,,
0.44220,0.10028,5,,
0.44904,0.10028,5,,
0.45551,0.10028,5,,
0.46216,0.10028,5,,
0.46875,0.10028,5,,
0.47559,0.10028,5,,
0.48212,0.01996,6,,
0.48834,0.01996,6,,
0.49518,0.01996,6,,
0.50238,0.01996,6,,
0.50867,0.02032,7,,
0.51550,0.02716,7,,
0.52209,0.03375,7,,
0.52856,0.04022,7,,
0.53546,0.04712,7,,
