TIME(2023/11/07 09:45:11.918),FPOGD,FPOGID,LPMM,RPMM,AOI
93.00717,0.31485,315,4.35954,3.75415,ST-Full-W2
93.01392,0.32159,315,4.35552,3.74274,ST-Full-W2
93.02066,0.32834,315,4.32093,3.78181,ST-Full-W2
93.02731,0.33499,315,4.33649,3.78806,ST-Full-W2
93.034,0.34167,315,4.35243,3.77872,ST-Full-W2
93.04062,0.3483,315,4.32187,3.77734,ST-Full-W2
93.04718,0.35486,315,4.32399,3.7872,ST-Full-W2
93.05371,0.36139,315,4.30409,3.78404,ST-Full-W2
93.06067,0.36835,315,4.35351,3.78359,ST-Full-W2
93.06714,0.37482,315,4.33199,3.7657,ST-Full-W2
93.07388,0.38156,315,4.32217,3.7691,ST-Full-W2
93.08087,0.38855,315,4.30526,3.76189,ST-Full-W2
93.08765,0.39532,315,4.18938,3.74505,ST-Full-W2
93.09427,0.40195,315,4.15181,3.75823,ST-Full-W2
93.10074,0.40842,315,4.12627,3.75311,ST-Full-W2
93.10706,0.41473,315,4.12061,3.75042,ST-Full-W2
93.11444,0.42212,315,4.30636,3.78759,ST-Full-W2
93.12106,0.42874,315,4.2895,3.80053,ST-Full-W2
93.12756,0.43524,315,4.1682,3.75981,ST-Full-W2
93.13458,0.44226,315,4.11607,3.773,ST-Full-W2
93.14114,0.44882,315,4.14769,3.7819,ST-Full-W2
93.14792,0.4556,315,4.10605,3.80078,ST-Full-W2
93.15417,0.46185,315,4.3272,3.73503,ST-Full-W2
93.1611,0.46878,315,4.36623,3.81478,ST-Full-W2
93.1676,0.47528,315,4.23433,3.75116,ST-Full-W2
93.17474,0.48242,315,4.17342,3.78071,ST-Full-W2
93.18143,0.48911,315,4.1648,3.7887,ST-Full-W2
93.18814,0.49582,315,4.32797,3.8016,ST-Full-W2
93.1947,0.50238,315,4.16802,3.7273,ST-Full-W2
93.20148,0.50916,315,4.14516,3.74733,ST-Full-W2
93.20792,0.50916,315,4.19198,3.76836,
93.21432,0.50916,315,4.20017,3.76562,
93.22159,0.50916,315,4.18377,3.79444,
93.22824,0.50916,315,4.13599,3.74963,
93.23495,0.50916,315,4.22617,3.79257,
93.2417,0.50916,315,4.28669,3.67827,
93.24841,0.02017,316,4.2374,3.71036,ST-W3 (N)-Full
93.255,0.02676,316,4.2313,3.79251,ST-W3 (N)-Full
93.26138,0.03314,316,4.24756,3.70397,ST-W3 (N)-Full
93.26843,0.04019,316,4.16938,3.64116,ST-W3 (N)-Full
93.27472,0.04648,316,4.31517,3.71636,ST-W3 (N)-Full
93.28137,0.05313,316,4.174,3.67019,ST-W3 (N)-Full
93.28821,0.05997,316,4.16139,3.68424,ST-W3 (N)-Full
93.29526,0.06702,316,4.15252,3.67082,ST-W3 (N)-Full
93.30188,0.07364,316,4.21672,3.66652,ST-W3 (N)-Full
93.30835,0.08011,316,4.20716,3.68079,ST-W3 (N)-Full
93.31537,0.08713,316,4.20514,3.73172,ST-W3 (N)-Full
93.32211,0.09387,316,4.25501,3.68146,ST-W3 (N)-Full
93.32812,0.09988,316,4.1852,3.69494,ST-W3 (N)-Full
93.33548,0.10724,316,4.18148,3.70305,ST-W3 (N)-Full
93.34238,0.11414,316,4.21065,3.66641,ST-W3 (N)-Full
93.34879,0.12054,316,4.21184,3.69626,ST-W3 (N)-Full
93.35556,0.12732,316,4.17083,3.68531,ST-W3 (N)-Full
93.36227,0.13403,316,4.16377,3.66515,ST-W3 (N)-Full
93.36871,0.14047,316,4.18103,3.7079,ST-W3 (N)-Full
93.37561,0.14737,316,4.29568,3.7072,ST-W3 (N)-Full
93.38229,0.15405,316,4.18812,3.6968,ST-W3 (N)-Full
93.38861,0.16037,316,4.32007,3.71418,ST-W3 (N)-Full
93.39554,0.1673,316,4.30192,3.74567,ST-W3 (N)-Full
93.40198,0.17374,316,4.26256,3.72558,ST-W3 (N)-Full
93.40918,0.18094,316,4.36374,3.75188,ST-W3 (N)-Full
93.41586,0.18762,316,4.3495,3.72621,ST-W3 (N)-Full
93.42249,0.19424,316,4.20727,3.71346,ST-W3 (N)-Full
93.42926,0.20102,316,4.31753,3.72954,ST-W3 (N)-Full
93.4357,0.20746,316,4.2443,3.75458,ST-W3 (N)-Full
93.44226,0.21402,316,4.29761,3.76872,ST-W3 (N)-Full
93.44907,0.22083,316,4.21612,3.71883,ST-W3 (N)-Full
93.45605,0.22781,316,4.27289,3.74677,ST-W3 (N)-Full
93.46268,0.23444,316,4.21217,3.75053,ST-W3 (N)-Full
93.46939,0.24115,316,4.2121,3.75563,ST-W3 (N)-Full
93.47583,0.24759,316,4.22201,3.74787,ST-W3 (N)-Full
93.48221,0.25397,316,4.2583,3.77709,ST-W3 (N)-Full
93.48883,0.26059,316,4.25798,3.76104,ST-W3 (N)-Full
93.49576,0.26752,316,4.28123,3.75078,ST-W3 (N)-Full
93.50244,0.2742,316,4.25179,3.7482,ST-W3 (N)-Full
93.50919,0.28094,316,4.23857,3.73518,ST-W3 (N)-Full
93.51584,0.2876,316,4.26726,3.71131,ST-W3 (N)-Full
93.52258,0.29434,316,4.25314,3.87452,ST-W3 (N)-Full
93.52878,0.30054,316,4.43048,3.73992,ST-W3 (N)-Full
93.53595,0.30771,316,4.37457,3.75468,ST-W3 (N)-Full
93.54242,0.31418,316,4.33337,3.72514,ST-W3 (N)-Full
93.54932,0.31418,316,4.31446,3.78451,
93.55603,0.31418,316,4.33738,3.79134,
93.56262,0.31418,316,4.36931,3.82603,
93.56918,0.31418,316,4.37602,3.78475,
93.57596,0.31418,316,4.33087,3.74122,
93.58279,0.31418,316,4.3163,3.79077,
93.58954,0.31418,316,4.36613,3.83809,
93.59622,0.31418,316,4.36659,3.82213,
93.60294,0.31418,316,4.36277,3.83513,
93.60986,0.31418,316,4.35888,3.79097,
93.61621,0.31418,316,4.37917,3.78136,
93.62302,0.31418,316,4.36959,3.85873,
93.62964,0.31418,316,4.32139,3.84152,
93.63641,0.31418,316,4.31708,3.74887,
93.6431,0.31418,316,4.35066,3.78349,
93.64978,0.31418,316,4.35624,3.89661,
93.65643,0.31418,316,4.31745,3.79924,
93.66354,0.31418,316,4.33438,3.99272,
93.66968,0.31418,316,4.36874,3.7957,
93.67694,0.31418,316,4.38564,3.89718,
93.68375,0.31418,316,4.4078,3.82757,
93.69034,0.31418,316,4.3709,3.8406,
93.69705,0.31418,316,4.36861,3.84917,
93.70349,0.31418,316,4.39657,3.99056,
93.71045,0.31418,316,4.39648,4.01237,
93.71655,0.31418,316,4.4001,3.81388,
93.72345,0.31418,316,4.44274,3.82471,
93.73059,0.31418,316,4.40519,3.86512,
93.7374,0.31418,316,4.40151,3.85868,
93.74405,0.31418,316,4.37044,3.84022,
93.7507,0.31418,316,4.40413,3.93186,
93.75748,0.31418,316,4.4196,3.95955,
93.76474,0.31418,316,4.41451,3.90034,
93.77036,0.31418,316,4.36322,3.89217,
93.77759,0.31418,316,4.38468,3.88358,
93.78427,0.31418,316,4.40239,3.94581,
93.79086,0.31418,316,4.40586,3.91154,
93.79767,0.31418,316,4.37035,3.90443,
93.80429,0.31418,316,4.43062,3.86592,
93.81082,0.31418,316,4.46154,3.91031,
93.81766,0.31418,316,4.42212,3.88056,
93.82388,0.31418,316,4.37143,3.86894,
93.83075,0.31418,316,4.35309,3.88292,
93.83728,0.31418,316,4.36961,3.83037,
93.84451,0.31418,316,4.3519,3.95984,
93.85095,0.31418,316,4.38285,3.88047,
93.85767,0.31418,316,4.34435,3.88685,
93.86456,0.31418,316,4.33682,3.93906,
93.8714,0.31418,316,4.38947,3.83724,
93.87753,0.31418,316,4.38253,3.84456,
93.88431,0.31418,316,4.34027,3.85263,
93.89139,0.31418,316,4.39384,3.86063,
93.89813,0.31418,316,4.41932,3.85052,
93.9046,0.31418,316,4.35471,3.92784,
93.91144,0.31418,316,4.35511,3.85491,
93.91815,0.31418,316,4.41375,3.91524,
93.92487,0.31418,316,4.42069,3.84605,
93.93134,0.31418,316,4.38603,3.91447,
93.93787,0.31418,316,4.38126,3.97615,
93.94489,0.31418,316,4.40065,3.82495,
93.95123,0.31418,316,4.384,3.85399,
93.95807,0.31418,316,4.38171,3.7855,
93.96512,0.31418,316,4.36458,3.8761,
93.97174,0.31418,316,4.41393,3.83817,
93.97849,0.31418,316,4.39837,3.8222,
93.98459,0.31418,316,4.3706,3.84638,
93.99139,0.31418,316,4.38876,3.92105,
93.99829,0.31418,316,4.4378,3.84565,
94.00534,0.31418,316,4.40364,3.82526,
94.01172,0.31418,316,4.42995,3.83732,
94.01862,0.31418,316,4.40085,3.96172,
94.02542,0.31418,316,4.36461,3.88599,
94.03152,0.31418,316,4.41364,3.83356,
94.03833,0.31418,316,4.43116,3.85664,
94.04538,0.31418,316,4.41179,3.9642,
94.05176,0.31418,316,4.41811,3.94407,
94.05902,0.31418,316,4.38206,3.84143,
94.06534,0.31418,316,4.41469,3.87262,
94.07217,0.31418,316,4.45353,3.84478,
94.07889,0.31418,316,4.45753,3.88537,
94.08566,0.31418,316,4.42321,3.98494,
94.09213,0.31418,316,4.43249,3.86854,
94.09842,0.31418,316,4.46915,3.88521,
94.1058,0.31418,316,4.39129,3.85832,
94.1124,0.31418,316,4.46095,3.8374,
94.1192,0.31418,316,4.49124,3.90692,
94.12579,0.31418,316,4.43338,3.92871,
94.13251,0.31418,316,4.44279,3.98574,
94.13922,0.31418,316,4.46606,3.91317,
94.14566,0.31418,316,4.4823,3.9087,
94.15265,0.31418,316,4.40664,3.83299,
94.159,0.31418,316,4.49039,3.98539,
94.16556,0.31418,316,4.47051,3.85647,
94.17239,0.31418,316,4.47728,3.8061,
94.17947,0.31418,316,4.56686,3.74783,
94.18619,0.31418,316,4.5476,3.72716,
94.19278,0.31418,316,4.51945,3.75661,
94.19925,0.31418,316,4.51587,3.71836,
94.20557,0.31418,316,4.47241,3.77023,
94.21289,0.31418,316,4.52451,3.71587,
94.21976,0.31418,316,4.47975,3.72921,
94.22614,0.31418,316,4.41958,3.62976,
94.23297,0.31418,316,4.4387,3.61191,
94.23965,0.31418,316,4.46119,3.59189,
94.2464,0.31418,316,4.42044,3.68313,
94.25333,0.31418,316,4.41287,3.63895,
94.2594,0.31418,316,4.38434,3.66156,
94.26614,0.31418,316,4.42656,3.68384,
94.27274,0.31418,316,4.39464,3.68538,
94.27994,0.31418,316,4.3904,3.63815,
94.28668,0.31418,316,4.40929,3.65732,
94.29333,0.31418,316,4.3963,3.68134,
94.29996,0.31418,316,4.41911,3.6683,
94.30673,0.31418,316,4.45156,3.62116,
94.31348,0.31418,316,4.37074,3.62136,
94.3197,0.31418,316,4.41759,3.6132,
94.32675,0.31418,316,4.435,3.55195,
94.33328,0.31418,316,4.41197,3.65382,
94.34024,0.31418,316,4.37845,3.62485,
94.34692,0.31418,316,4.38628,3.61885,
94.35361,0.31418,316,4.40379,3.67672,
94.36011,0.31418,316,4.37744,3.6711,
94.367,0.31418,316,4.36969,3.60898,
94.37332,0.31418,316,4.42497,3.68997,
94.38007,0.31418,316,4.37685,3.7257,
94.38666,0.31418,316,4.383,3.64722,
94.39337,0.31418,316,4.41479,3.68965,
94.40045,0.31418,316,4.37074,3.70984,
94.40723,0.31418,316,4.38041,3.65123,
94.41394,0.31418,316,4.28979,3.74397,
94.42059,0.31418,316,4.32563,3.68533,
94.42685,0.31418,316,4.30159,3.72515,
94.43393,0.31418,316,4.27716,3.6725,
94.44064,0.31418,316,4.34885,3.62141,
94.44736,0.31418,316,4.30269,3.67067,
94.45386,0.01993,317,4.37251,3.70213,ST-Full-W6
94.46072,0.02679,317,4.38308,3.67396,ST-Full-W6
94.46741,0.03348,317,4.37951,3.6755,ST-Full-W6
94.47385,0.03348,317,4.38827,3.7884,
94.4808,0.03348,317,4.38746,3.6161,
94.48737,0.03348,317,4.47215,3.69294,
94.4939,0.03348,317,4.4044,3.63906,
94.50046,0.03348,317,4.37454,3.60237,
94.50723,0.03348,317,4.37753,3.61811,
94.51431,0.03348,317,4.327,3.64884,
94.52078,0.03348,317,4.39042,3.57696,
94.52783,0.03348,317,4.34374,3.63882,
94.53424,0.03348,317,4.35097,3.60426,
94.54068,0.03348,317,4.33543,3.61493,
94.54788,0.03348,317,4.32689,3.6272,
94.55447,0.03348,317,4.33505,3.65945,
94.56122,0.03348,317,4.32922,3.71953,
94.56799,0.03348,317,4.3189,3.66296,
94.57443,0.01996,318,4.33763,3.60368,ST-Full-W7
94.58115,0.02667,318,4.29145,3.64433,ST-Full-W7
94.58783,0.03336,318,4.29879,3.69328,ST-Full-W7
94.59436,0.03989,318,4.28174,3.64306,ST-Full-W7
94.60104,0.04657,318,4.35494,3.65544,ST-Full-W7
94.60779,0.05331,318,4.36727,3.64867,ST-Full-W7
94.61487,0.06039,318,4.2943,3.66505,ST-Full-W7
94.62158,0.06711,318,4.29232,3.6455,ST-Full-W7
94.62778,0.0733,318,4.30727,3.56612,ST-Full-W7
94.63489,0.08041,318,4.32047,3.64272,ST-Full-W7
94.6416,0.08713,318,4.26059,3.63399,ST-Full-W7
94.64786,0.09338,318,4.28182,3.66917,ST-Full-W7
94.65506,0.10059,318,4.25432,3.73376,ST-Full-W7
94.66177,0.1073,318,4.23868,3.62823,ST-Full-W7
94.66843,0.11395,318,4.27358,3.60597,ST-Full-W7
94.67514,0.12067,318,4.30266,3.71462,ST-Full-W7
94.68158,0.12711,318,4.2418,3.70974,ST-Full-W7
94.68857,0.13409,318,4.23972,3.66783,ST-Full-W7
94.69519,0.14072,318,4.2759,3.67514,ST-Full-W7
94.7019,0.14743,318,4.24861,3.6479,ST-Full-W7
94.70819,0.15372,318,4.24925,3.64719,ST-Full-W7
94.71497,0.16049,318,4.25641,3.73063,ST-Full-W7
94.72177,0.1673,318,4.36524,3.67466,ST-Full-W7
94.72888,0.17441,318,4.28329,3.68471,ST-Full-W7
94.73544,0.18097,318,4.25121,3.69868,ST-Full-W7
94.74216,0.18768,318,4.27347,3.73151,ST-Full-W7
94.74875,0.19427,318,4.2894,3.68288,ST-Full-W7
94.75476,0.20029,318,4.22849,3.70892,ST-Full-W7
94.76172,0.20724,318,4.28589,3.80438,ST-Full-W7
94.76871,0.21423,318,4.24205,3.69378,ST-Full-W7
94.77554,0.22107,318,4.28713,3.72022,ST-Full-W7
94.78232,0.22784,318,4.319,3.71946,ST-Full-W7
94.78867,0.23419,318,4.25442,3.69067,ST-Full-W7
94.79562,0.24115,318,4.30324,3.7048,ST-Full-W7
94.80167,0.24719,318,4.2307,3.72214,ST-Full-W7
94.80875,0.25427,318,4.26521,3.73234,ST-Full-W7
94.81555,0.26108,318,4.30405,3.73182,ST-Full-W7
94.82202,0.26755,318,4.27102,3.73137,ST-Full-W7
94.82913,0.27466,318,4.27053,3.67266,ST-Full-W7
94.83591,0.28143,318,4.28066,3.71181,ST-Full-W7
94.84259,0.28812,318,4.34066,3.73651,ST-Full-W7
94.84891,0.29443,318,4.32693,3.73126,ST-Full-W7
94.85593,0.30145,318,4.26318,3.76247,ST-Full-W7
94.86246,0.30798,318,4.30019,3.7682,ST-Full-W7
94.86887,0.31439,318,4.29479,3.73692,ST-Full-W7
94.8761,0.32162,318,4.29803,3.73282,ST-Full-W7
94.88272,0.32825,318,4.29523,3.75199,ST-Full-W7
94.88943,0.33496,318,4.26871,3.74263,ST-Full-W7
94.89566,0.34119,318,4.32659,3.74877,ST-Full-W7
94.9028,0.34833,318,4.36942,3.77663,ST-Full-W7
94.90936,0.35489,318,4.31761,3.73731,ST-Full-W7
94.91629,0.36182,318,4.27651,3.77677,ST-Full-W7
94.92255,0.36807,318,4.29771,3.77683,ST-Full-W7
94.92944,0.37497,318,4.25524,3.77886,ST-Full-W7
94.93594,0.38147,318,4.32274,3.74824,ST-Full-W7
94.94244,0.38797,318,4.30151,3.7628,ST-Full-W7
94.94949,0.39502,318,4.30083,3.77298,ST-Full-W7
94.95645,0.40198,318,4.33285,3.82618,ST-Full-W7
94.96313,0.40866,318,4.32768,3.81543,ST-Full-W7
94.96988,0.41541,318,4.33635,3.74779,ST-Full-W7
94.9761,0.42163,318,4.40775,3.7516,ST-Full-W7
94.98318,0.42871,318,4.43547,3.7182,ST-Full-W7
94.98929,0.42871,318,4.41769,3.7912,
94.99658,0.42871,318,4.39952,3.83159,
95.00339,0.42871,318,4.37829,3.78195,
95.01007,0.02078,319,4.38415,3.67459,ST-Full-W7
95.01675,0.02747,319,4.31459,3.73167,ST-Full-W7
95.02301,0.03372,319,4.34634,3.70911,ST-Full-W7
95.03009,0.0408,319,4.36551,3.74701,ST-Full-W7
95.03638,0.04709,319,4.3343,3.69495,ST-Full-W7
95.04321,0.05392,319,4.34642,3.69985,ST-Full-W7
95.05026,0.06097,319,4.40249,3.70245,ST-Full-W7
95.05695,0.06766,319,4.41066,3.72808,ST-Full-W7
95.06363,0.07434,319,4.38442,3.73914,ST-Full-W7
95.07034,0.08105,319,4.36893,3.69382,ST-Full-W7
95.077,0.08771,319,4.35504,3.74158,ST-Full-W7
95.0842,0.09491,319,4.40112,3.75482,ST-Full-W7
95.09,0.10071,319,4.40251,3.72912,ST-Full-W7
95.09714,0.10785,319,4.35704,3.75201,ST-Full-W7
95.10382,0.11453,319,4.40403,3.75819,ST-Full-W7
95.1106,0.12131,319,4.38705,3.7508,ST-Full-W7
95.11719,0.1279,319,4.36449,3.75866,ST-Full-W7
95.12396,0.13467,319,4.37861,3.71415,ST-Full-W7
95.13043,0.14114,319,4.33647,3.71442,ST-Full-W7
95.13708,0.1478,319,4.45144,3.73124,ST-Full-W7
95.14352,0.15424,319,4.4543,3.7342,ST-Full-W7
95.1503,0.16101,319,4.40785,3.74995,ST-Full-W7
95.15695,0.16766,319,4.54847,3.77081,ST-Full-W7
95.16406,0.17477,319,4.43956,3.69724,ST-Full-W7
95.17087,0.18158,319,4.42696,3.72345,ST-Full-W7
95.17725,0.18796,319,4.41988,3.75638,ST-Full-W7
95.18423,0.18796,319,4.57674,3.70837,
95.19092,0.18796,319,4.50451,3.75445,
95.19714,0.18796,319,4.42072,3.7265,
95.20441,0.02017,320,4.60072,3.73447,ST-Full-W7
95.21094,0.0267,320,4.67067,3.77942,ST-Full-W7
95.21744,0.0332,320,4.571,3.67731,ST-Full-W7
95.22415,0.03992,320,4.48529,3.68179,ST-Full-W7
95.23111,0.04688,320,4.49054,3.71999,ST-Full-W7
95.2377,0.05347,320,4.42351,3.62761,ST-Full-W7
95.24429,0.06006,320,4.49812,3.58104,ST-Full-W7
95.25113,0.06689,320,4.48745,3.67687,ST-Full-W7
95.25748,0.07324,320,4.38385,3.6439,ST-Full-W7
95.26422,0.07999,320,4.45203,3.58933,ST-Full-W7
95.27094,0.0867,320,4.36695,3.63911,ST-Full-W7
95.27808,0.09384,320,4.3268,3.56212,ST-Full-W7
95.2847,0.10046,320,4.37188,3.51466,ST-Full-W7
95.29135,0.10712,320,4.38772,3.59383,ST-Full-W7
95.29782,0.10712,320,4.36664,3.54032,
95.30429,0.10712,320,4.38603,3.50921,
95.31149,0.10712,320,4.36988,3.53643,
95.3179,0.10712,320,4.34161,3.44502,
95.32489,0.10712,320,4.34234,3.47077,
95.3316,0.10712,320,4.32671,3.42329,
95.3382,0.10712,320,4.32323,3.48275,
95.34494,0.10712,320,4.30892,3.53061,
95.35132,0.10712,320,4.35187,3.48135,
95.35785,0.10712,320,4.31309,3.49199,
95.36478,0.10712,320,4.32493,3.49488,
95.37131,0.10712,320,4.33999,3.43579,
95.37851,0.10712,320,4.33337,3.5422,
95.3851,0.10712,320,4.35229,3.55722,
95.39188,0.10712,320,4.3252,3.52558,
95.3985,0.10712,320,4.3203,3.57754,
95.40527,0.10712,320,4.30786,3.59332,
95.41168,0.10712,320,4.32425,3.55414,
95.41812,0.10712,320,4.27106,3.55257,
95.42511,0.10712,320,4.31683,3.64692,
95.43201,0.10712,320,4.27003,3.61673,
95.43878,0.10712,320,4.28886,3.60137,
95.44504,0.10712,320,4.19217,3.58363,
95.45221,0.10712,320,4.22471,3.6115,
95.45856,0.10712,320,4.24294,3.6081,
95.46552,0.10712,320,4.2958,3.66394,
95.47205,0.10712,320,4.26748,3.59995,
95.47873,0.02017,321,4.43784,3.7366,ST-Full-W8
95.48514,0.02658,321,4.32333,3.91155,ST-Full-W8
95.49191,0.03336,321,4.43818,3.67378,ST-Full-W8
95.49896,0.04041,321,4.01426,3.67378,ST-Full-W8
95.50549,0.04694,321,3.46809,3.67378,ST-Full-W8
95.51245,0.05389,321,3.46809,3.67378,ST-Full-W8
95.51907,0.06052,321,3.46809,3.67378,ST-Full-W8
95.52524,0.06668,321,3.46809,3.67378,ST-Full-W8
95.53256,0.06668,321,3.46809,3.67378,
95.53891,0.06668,321,3.46809,3.67378,
95.54587,0.06668,321,3.46809,3.67378,
95.55264,0.06668,321,3.46809,3.67378,
95.55914,0.06668,321,3.46809,3.67378,
95.56595,0.06668,321,3.46809,3.67378,
95.57239,0.06668,321,3.46809,3.67378,
95.57898,0.06668,321,3.46809,3.67378,
95.58563,0.06668,321,3.46809,3.67378,
95.59235,0.06668,321,3.46809,3.67378,
95.59961,0.06668,321,3.46809,3.67378,
95.60623,0.06668,321,3.46809,3.67378,
95.61282,0.06668,321,3.46809,3.67378,
95.61954,0.06668,321,3.46809,3.67378,
95.62625,0.06668,321,3.46809,3.67378,
95.63272,0.06668,321,3.46809,3.67378,
95.63922,0.06668,321,3.46809,3.67378,
95.64612,0.06668,321,3.46809,3.67378,
95.65305,0.06668,321,3.46809,3.67378,
95.65982,0.06668,321,3.46809,3.67378,
95.66641,0.06668,321,3.46809,3.67378,
95.67297,0.06668,321,3.46809,3.67378,
95.67975,0.06668,321,4.49621,3.67378,
95.68655,0.06668,321,4.64918,3.67378,
95.69281,0.06668,321,4.58962,3.67378,
95.69958,0.06668,321,4.5423,3.67378,
95.70624,0.06668,321,4.59367,3.67378,
95.71332,0.02051,322,4.46339,3.67378,ST-Full-W8
95.72,0.02719,322,4.43193,3.67378,ST-Full-W8
95.72635,0.03354,322,4.58488,3.57935,ST-Full-W8
95.73349,0.04068,322,4.56761,3.57155,ST-Full-W8
95.74014,0.04733,322,4.67732,3.6266,ST-Full-W8
95.7464,0.05359,322,4.64553,3.63737,ST-Full-W7
95.7536,0.06079,322,4.5641,3.61788,ST-Full-W7
95.76025,0.06744,322,4.71921,3.62727,ST-Full-W7
95.76691,0.0741,322,4.81227,3.64877,ST-Full-W7
95.77353,0.08072,322,4.51464,3.63943,ST-Full-W7
95.78012,0.08731,322,4.62203,3.65571,ST-Full-W7
95.78702,0.09421,322,4.69695,3.70763,ST-Full-W7
95.79379,0.10098,322,4.74563,3.67045,ST-Full-W7
95.80038,0.10757,322,4.59523,3.69054,ST-Full-W7
95.80661,0.1138,322,4.72526,3.70569,ST-Full-W7
95.8139,0.12109,322,4.42948,3.67397,ST-Full-W7
95.82007,0.12726,322,4.71555,3.68619,ST-Full-W7
95.82675,0.12726,322,4.60116,3.69022,
95.83398,0.12726,322,4.54535,3.67696,
95.84058,0.12726,322,4.60665,3.72108,
95.84732,0.02057,323,4.52642,3.68309,ST-Full
95.8533,0.02655,323,4.64063,3.73764,ST-Full
95.86075,0.034,323,4.61979,3.67888,ST-Full
95.86737,0.04062,323,4.76179,3.69336,ST-Full
95.87408,0.04733,323,4.60467,3.70148,ST-Full
95.88083,0.05408,323,4.65861,3.68242,ST-Full
95.88727,0.06052,323,4.53793,3.67017,ST-Full
95.8942,0.06744,323,4.59627,3.71619,ST-Full
95.90097,0.07422,323,4.57118,3.70524,ST-Full
95.90717,0.08041,323,4.52918,3.64531,ST-Full
95.91473,0.08798,323,4.46422,3.71629,ST-Full
95.92053,0.09378,323,4.55734,3.6678,ST-Full
95.92773,0.10098,323,4.54675,3.65728,ST-Full
95.93442,0.10767,323,4.57905,3.70729,ST-Full
95.94095,0.1142,323,4.54629,3.67927,ST-Full
95.94775,0.121,323,4.58702,3.65109,ST-Full
95.9545,0.12775,323,4.49296,3.72306,ST-Full
95.96091,0.13416,323,4.51971,3.66834,ST-Full
95.96735,0.14059,323,4.62144,3.66298,ST-Full
95.97464,0.14789,323,4.5529,3.70508,ST-Full
95.98126,0.15451,323,4.64229,3.69485,ST-Full
95.98798,0.15451,323,4.60527,3.696,
95.99438,0.15451,323,4.7051,3.71039,
96.00134,0.15451,323,4.57277,3.68149,
96.008,0.02002,324,4.45105,3.66572,ST-Full-W8
96.01483,0.02686,324,4.46957,3.72179,ST-Full-W8
96.02133,0.03336,324,4.59377,3.67925,ST-Full-W8
96.02774,0.03976,324,4.67396,3.68817,ST-Full-W8
96.03442,0.04645,324,4.63082,3.73504,ST-Full-W8
96.04105,0.05307,324,4.67591,3.72873,ST-Full-W8
96.04834,0.06036,324,4.6025,3.73721,ST-Full-W8
96.05496,0.06699,324,4.46327,3.70896,ST-Full-W8
96.06165,0.07367,324,4.58947,3.73067,ST-Full-W8
96.06842,0.08044,324,4.68833,3.69054,ST-Full-W8
96.07443,0.08646,324,4.54301,3.72072,ST-Full-W8
96.08197,0.09399,324,4.65895,3.72991,ST-Full-W8
96.08844,0.10046,324,4.50711,3.69421,ST-Full-W8
96.09512,0.10715,324,4.72414,3.76241,ST-Full-W8
96.1015,0.11353,324,4.56688,3.70066,ST-Full-W8
96.10858,0.12061,324,4.69556,3.7037,ST-Full-W8
96.11523,0.12726,324,4.47844,3.72849,ST-Full-W8
96.12173,0.13376,324,4.79634,3.71974,ST-Full-W8
96.12845,0.14047,324,4.75296,3.71458,ST-Full-W8
96.1351,0.14713,324,4.66826,3.70471,ST-Full-W8
96.14163,0.15366,324,4.58071,3.71086,ST-Full-W8
96.1488,0.16083,324,4.85412,3.70493,ST-Full-W8
96.1554,0.16742,324,4.56888,3.74838,ST-Full
96.16214,0.17416,324,4.5528,3.70563,ST-Full-W8
96.16891,0.18094,324,4.72076,3.71257,ST-Full-W8
96.17554,0.18756,324,4.54793,3.75135,ST-Full
96.18243,0.19446,324,4.71929,3.76522,ST-Full
96.18842,0.20044,324,4.54736,3.74381,ST-Full-W7
96.19559,0.20761,324,4.45901,3.73047,ST-Full-W7
96.20239,0.21442,324,4.57034,3.70869,ST-Full-W7
96.20905,0.22107,324,4.62264,3.73226,ST-Full-W7
96.21579,0.22781,324,4.48041,3.75052,ST-Full-W7
96.22217,0.23419,324,4.61759,3.73158,ST-Full-W7
96.2291,0.24112,324,4.522,3.74793,ST-Full-W7
96.23557,0.24759,324,4.49056,3.75227,ST-Full-W7
96.2421,0.24759,324,4.51325,3.72539,
96.24899,0.24759,324,4.57713,3.70862,
96.25546,0.24759,324,4.52218,3.7448,
96.26227,0.02017,325,4.47658,3.69201,ST-Full
96.26929,0.02719,325,4.46573,3.71884,ST-Full
96.27606,0.03397,325,4.51027,3.70885,ST-Full
96.28281,0.04071,325,4.51028,3.73902,ST-Full
96.28946,0.04736,325,4.49281,3.65364,ST-Full
96.29565,0.05356,325,4.5579,3.71509,ST-Full
96.3028,0.0607,325,4.49034,3.70075,ST-Full
96.30954,0.06744,325,4.54785,3.68146,ST-Full
96.31598,0.07388,325,4.44215,3.71352,ST-Full
96.323,0.0809,325,4.49292,3.70674,ST-Full
96.32962,0.08752,325,4.44771,3.67678,ST-Full
96.33636,0.09427,325,4.47172,3.67229,ST-Full
96.3428,0.10071,325,4.506,3.71801,ST-Full
96.34973,0.10764,325,4.52324,3.68942,ST-Full
96.3562,0.11411,325,4.59575,3.68467,ST-Full
96.36273,0.12064,325,4.38692,3.67429,ST-Full
96.36932,0.12723,325,4.40815,3.69934,ST-Full
96.37613,0.13403,325,4.28849,3.67582,ST-Full
96.38321,0.14111,325,4.27157,3.64999,ST-Full
96.38995,0.14786,325,4.44696,3.66462,ST-Full
96.3967,0.1546,325,4.43591,3.63272,ST-Full
